accession,authors,originating lab,submitting lab
EPI_ISL_410721,"Yongyi Shen, Lihua Xiao, Wu Chen","South China Agricultural University, 483 Wushan Road, Tianhe District, 510642 Guangzhou, China","South China Agricultural University, 483 Wushan Road, Tianhe District, 510642 Guangzhou, China"
